transliteration,translation,augmentation
i-ku-pi-i-a a-na i-dí-a-šur iṣ-ba-at-ni-a-tí-ma um-ma i-ku-pì-a-ma a-na i-dí-a-šùr-ma 40 GÚ URUDU SIG₅ ša um-me-a-nu i li-bi₄-kà iṣ-bu-tù-ni a-na-ku a-ḫu-a ù É a-bi₄-a ú-lá ni-tù-ra-kum a-na a-wa-tim a-ni-a-tim kà-ru-um dur₄-ḫu-mì-it ni-dí-in IGI ba-ba-zu-a IGI DU₁₀-ṣí-lá-a-šur IGI šu-IŠTAR,"Ikūn-pīya seized us against Iddin-Aššur and Ikūn-pīya said to Iddin-Aššur: Concerning the 40 talents of good copper that the investors seized in your possession, neither I nor my brother nor my paternal house will raise further claim against you. The Durhumit colony gave us for these proceedings, and we gave our testimony before Aššur's dagger. Witnessed by Babazua, Ṭāb-ṣill-Aššur, by Šu-Ištar.",lexicon_variant
0.5 ma-na 3 GÍN KÙ.BABBAR ší-im a-ma-tim i-na li-bi x x x x-an i-na tù-wa-ri-šu KÙ.BABBAR i-ša-qal,"0.5 mina 3 shekels of silver, the price of slave-girls, is owed by ...an.",none
0.5 ma-na.TA 3 GÍN KÙ.BABBAR ší-im a-ma-tim i-na li-bi x x x x-an i-na tù-wa-ri-šu KÙ.BABBAR i-ša-qal,"0.5 mina 3 shekels of silver, the price of slave-girls, is owed by ...an.",lexicon_variant
0.5 ma-na-um 3 GÍN KÙ.BABBAR ší-im a-ma-tim i-na li-bi x x x x-an i-na tù-wa-ri-šu KÙ.BABBAR i-ša-qal,"0.5 mina 3 shekels of silver, the price of slave-girls, is owed by ...an.",lexicon_variant
a-na PUZUR₄-a-na a-lá-ḫi-im ù ma-nu-ki-a-šur a-na a-lá-ḫi-im qí-bi-ma um-ma zu-ku-a-ma ta-áš-pu-ra-am um-ma a-ta-ma KÙ.BABBAR ša li-bi-kà šé-bi-lam 1 ma-na 0.75 GÍN KÙ.BABBAR ŠÀ.BA 0.5 GÍN KÙ.BABBAR a-na qá-tí ì-lí-áš-ra-ni a-dí-in ku-nu-ki-a a-lá-ḫu-um DUMU a-šur-ba-ni na-áš-a-kum 1 ta-ma-lá-kam ŠÀ.BA 1.66666 ma-na kà-sà-tum ša KÙ.BABBAR ú 5.5 GÍN i-lu-ú ša KÙ.KI mì-ma a-nim ku-nu-ki-a a-na na-áb-ší-e-em e-zi-ba-kum a-ša-me-ma a-na a-lim(ki) ḫa-ra-kà i-na u₄-mì-im ša a-na a-lim(ki) ta-ta-lu-ku ta-ma-lá-kà-am ku-nu-ki-a šu-ma ma-nu-ki-a-šùr sá-ḫe-er a-šar šu-a-tí e-zi-ba šu-ma ma-nu-ki-a-šùr lá sá-ḫe-er a-šar ta-dá-ga-lá-ni-ma DUMU um-me-a-nim ke-nim lá ša ša-ḫa-tim wa-áš-bu ta-ma-lá-kà-am ku-nu-ki-a pí-iq-da a-ḫu-ú-a a-tù-nu i-na u₄-mì-im ša a-šar ta-ma-lá-kà-am ku-nu-ki-a té-zi-ba-ni tí-ir-ta-ku-nu li-li-kam-ma úz-ni pé-té-a a-na a-lá-ḫi-im qí-bi-ma ṣú-ba-tám ša tù-šé-bi-lá-ni a-dí ma-l,"To Puzur-Anna, Ali-ahum and Mannum-kī-Aššur; specifically to Ali-ahum from Zukuwa: You have written, saying: Send me the silver in your possession."" 1 mina less 1 / 4 shekel of silver, of which I gave 0.5 shekel silver to Ilī-ašrannī's expenses, Ali-ahum son of Aššur-bāni brings to you under my seal. 1 container in which there was 1.6666 mina, cups of silver plus 5.5 shekels, the golden gods, all this I entrusted to you for safe-keeping under my seal. I hear that you are going to the City. The very day you depart you must leave the container under my seal with Mannum-kī-Aššur - if he is delayed; if Mannum-kī-Aššur is not delayed, then entrust the container under my seal where you observe there lives an affiliated trader who is reliable and not to be nervous about. My dear brothers, the same day send me word about where you have left the container under my seal and inform me. To Ali-ahum: I have shown  the textile you sent me once or twice. Since they offer a low price, Ilī-ašrannī your servant brings you the textile, still under your seal.""",none
an-na PUZUR₄-a-na a-lá-ḫi-im ù ma-nu-ki-a-šur a-na a-lá-ḫi-im qí-bi-ma um-ma zu-ku-a-ma ta-áš-pu-ra-am um-ma a-ta-ma KÙ.BABBAR ša li-bi-kà šé-bi-lam 1 ma-na 0.75 GÍN KÙ.BABBAR ŠÀ.BA 0.5 GÍN KÙ.BABBAR a-na qá-tí ì-lí-áš-ra-ni a-dí-in ku-nu-ki-a a-lá-ḫu-um DUMU a-šur-ba-ni na-áš-a-kum 1 ta-ma-lá-kam ŠÀ.BA 1.66666 ma-na kà-sà-tum ša KÙ.BABBAR ú 5.5 GÍN i-lu-ú ša KÙ.KI mì-ma a-nim ku-nu-ki-a a-na na-áb-ší-e-em e-zi-ba-kum a-ša-me-ma a-na a-lim(ki) ḫa-ra-kà i-na u₄-mì-im ša a-na a-lim(ki) ta-ta-lu-ku ta-ma-lá-kà-am ku-nu-ki-a šu-ma ma-nu-ki-a-šùr sá-ḫe-er a-šar šu-a-tí e-zi-ba šu-ma ma-nu-ki-a-šùr lá sá-ḫe-er a-šar ta-dá-ga-lá-ni-ma DUMU um-me-a-nim ke-nim lá ša ša-ḫa-tim wa-áš-bu ta-ma-lá-kà-am ku-nu-ki-a pí-iq-da a-ḫu-ú-a a-tù-nu i-na u₄-mì-im ša a-šar ta-ma-lá-kà-am ku-nu-ki-a té-zi-ba-ni tí-ir-ta-ku-nu li-li-kam-ma úz-ni pé-té-a a-na a-lá-ḫi-im qí-bi-ma ṣú-ba-tám ša tù-šé-bi-lá-ni a-dí ma-l,"To Puzur-Anna, Ali-ahum and Mannum-kī-Aššur; specifically to Ali-ahum from Zukuwa: You have written, saying: Send me the silver in your possession."" 1 mina less 1 / 4 shekel of silver, of which I gave 0.5 shekel silver to Ilī-ašrannī's expenses, Ali-ahum son of Aššur-bāni brings to you under my seal. 1 container in which there was 1.6666 mina, cups of silver plus 5.5 shekels, the golden gods, all this I entrusted to you for safe-keeping under my seal. I hear that you are going to the City. The very day you depart you must leave the container under my seal with Mannum-kī-Aššur - if he is delayed; if Mannum-kī-Aššur is not delayed, then entrust the container under my seal where you observe there lives an affiliated trader who is reliable and not to be nervous about. My dear brothers, the same day send me word about where you have left the container under my seal and inform me. To Ali-ahum: I have shown  the textile you sent me once or twice. Since they offer a low price, Ilī-ašrannī your servant brings you the textile, still under your seal.""",lexicon_variant
a-na PÚZUR-a-na a-lá-ḫi-im ù ma-nu-ki-a-šur a-na a-lá-ḫi-im qí-bi-ma um-ma zu-ku-a-ma ta-áš-pu-ra-am um-ma a-ta-ma KÙ.BABBAR ša li-bi-kà šé-bi-lam 1 ma-na 0.75 GÍN KÙ.BABBAR ŠÀ.BA 0.5 GÍN KÙ.BABBAR a-na qá-tí ì-lí-áš-ra-ni a-dí-in ku-nu-ki-a a-lá-ḫu-um DUMU a-šur-ba-ni na-áš-a-kum 1 ta-ma-lá-kam ŠÀ.BA 1.66666 ma-na kà-sà-tum ša KÙ.BABBAR ú 5.5 GÍN i-lu-ú ša KÙ.KI mì-ma a-nim ku-nu-ki-a a-na na-áb-ší-e-em e-zi-ba-kum a-ša-me-ma a-na a-lim(ki) ḫa-ra-kà i-na u₄-mì-im ša a-na a-lim(ki) ta-ta-lu-ku ta-ma-lá-kà-am ku-nu-ki-a šu-ma ma-nu-ki-a-šùr sá-ḫe-er a-šar šu-a-tí e-zi-ba šu-ma ma-nu-ki-a-šùr lá sá-ḫe-er a-šar ta-dá-ga-lá-ni-ma DUMU um-me-a-nim ke-nim lá ša ša-ḫa-tim wa-áš-bu ta-ma-lá-kà-am ku-nu-ki-a pí-iq-da a-ḫu-ú-a a-tù-nu i-na u₄-mì-im ša a-šar ta-ma-lá-kà-am ku-nu-ki-a té-zi-ba-ni tí-ir-ta-ku-nu li-li-kam-ma úz-ni pé-té-a a-na a-lá-ḫi-im qí-bi-ma ṣú-ba-tám ša tù-šé-bi-lá-ni a-dí ma-l,"To Puzur-Anna, Ali-ahum and Mannum-kī-Aššur; specifically to Ali-ahum from Zukuwa: You have written, saying: Send me the silver in your possession."" 1 mina less 1 / 4 shekel of silver, of which I gave 0.5 shekel silver to Ilī-ašrannī's expenses, Ali-ahum son of Aššur-bāni brings to you under my seal. 1 container in which there was 1.6666 mina, cups of silver plus 5.5 shekels, the golden gods, all this I entrusted to you for safe-keeping under my seal. I hear that you are going to the City. The very day you depart you must leave the container under my seal with Mannum-kī-Aššur - if he is delayed; if Mannum-kī-Aššur is not delayed, then entrust the container under my seal where you observe there lives an affiliated trader who is reliable and not to be nervous about. My dear brothers, the same day send me word about where you have left the container under my seal and inform me. To Ali-ahum: I have shown  the textile you sent me once or twice. Since they offer a low price, Ilī-ašrannī your servant brings you the textile, still under your seal.""",lexicon_variant
a-na i-tur₄-DINGIR qí-bi-ma um-ma ḫa-na-a ú a-bu-mì-lúm-ma 20 ma-na KÙ.BABBAR ku-nu-ki-kà ḫa-na-a ub-lam ni-is-ni-iq-šu-ma 5 GÍN im-ṭí 1 me-at x TÚG 6.33333 ma-na 7 GÍN KÙ.BABBAR it-bu-lu 2.5 GÚ 5 ma-na AN.NA 9.83333 ma-na KÙ.BABBAR 15.75 GÍN.TA it-ba-al 2 GÚ 10 ma-na AN.NA ku-nu-ki 25 ma-na AN.NA AN.NA-ak qá-tim 4 ANŠE.ḪI.A ṣa-lá-mu 1.3333300000000001 ma-na KÙ.BABBAR it-bu-lu 10 GÍN ú-nu-ut ANŠE ú ú-ku-ul-ta-áš-nu 1 ma-na 4 GÍN KÙ.BABBAR bé-ú-lá-at 2 kà-ṣa-ri a-mur-IŠTAR il₅-qé 10 GÍN wa-ṣí-tum 10 GÍN té-ṣú-bi 1.5 GÍN ša sà-i-tim x GÍN 2 a-bar-ni-e KÙ.BABBAR-áp-kà gám-ra-ku-um mì-ma a-nim a-mur-IŠTAR i-ra-dí-a-kum lu-qú-ut-kà ša-al-ma-at-ma iš-tí ma-sú-e ša ú-nu-ut-kà a-bu-kà-ni ša-lim-a-ḫu-um i-li-kam,"To Itūr-ilī from hanaya and Abum-ilum: hanaya brought 20 minas of silver under your seal. We checked it and 5 shekels were missing. 129 textiles cost 6.3333 minas 7 shekels of silver; 2.5 talents 5 minas of tin cost 9.83333 minas of silver at the rate 15 3 / 4 to 1; (this consisted of)  2 talents 10 minas of sealed tin, 25 minas of tin for expenses; 4 black donkeys cost 1.3333 mina of silver; 10 shekels: the harness for the donkeys plus their fodder; Amur-Ištar received 1 mina 4 shekels of silver, the working capitals of 2 harnessors; 10 shekels: export duty; 10 shekels: additions; 1.5 shekel: of the ; x shekels: 2 -textiles. Your silver has been spent for you. All this Amur-Ištar leads to you. Your merchandise is safe, and Šalim-ahum came with the leaders with whom I dispatched your goods.",none
an-na i-tur₄-DINGIR qí-bi-ma um-ma ḫa-na-a ú a-bu-mì-lúm-ma 20 ma-na KÙ.BABBAR ku-nu-ki-kà ḫa-na-a ub-lam ni-is-ni-iq-šu-ma 5 GÍN im-ṭí 1 me-at x TÚG 6.33333 ma-na 7 GÍN KÙ.BABBAR it-bu-lu 2.5 GÚ 5 ma-na AN.NA 9.83333 ma-na KÙ.BABBAR 15.75 GÍN.TA it-ba-al 2 GÚ 10 ma-na AN.NA ku-nu-ki 25 ma-na AN.NA AN.NA-ak qá-tim 4 ANŠE.ḪI.A ṣa-lá-mu 1.3333300000000001 ma-na KÙ.BABBAR it-bu-lu 10 GÍN ú-nu-ut ANŠE ú ú-ku-ul-ta-áš-nu 1 ma-na 4 GÍN KÙ.BABBAR bé-ú-lá-at 2 kà-ṣa-ri a-mur-IŠTAR il₅-qé 10 GÍN wa-ṣí-tum 10 GÍN té-ṣú-bi 1.5 GÍN ša sà-i-tim x GÍN 2 a-bar-ni-e KÙ.BABBAR-áp-kà gám-ra-ku-um mì-ma a-nim a-mur-IŠTAR i-ra-dí-a-kum lu-qú-ut-kà ša-al-ma-at-ma iš-tí ma-sú-e ša ú-nu-ut-kà a-bu-kà-ni ša-lim-a-ḫu-um i-li-kam,"To Itūr-ilī from hanaya and Abum-ilum: hanaya brought 20 minas of silver under your seal. We checked it and 5 shekels were missing. 129 textiles cost 6.3333 minas 7 shekels of silver; 2.5 talents 5 minas of tin cost 9.83333 minas of silver at the rate 15 3 / 4 to 1; (this consisted of)  2 talents 10 minas of sealed tin, 25 minas of tin for expenses; 4 black donkeys cost 1.3333 mina of silver; 10 shekels: the harness for the donkeys plus their fodder; Amur-Ištar received 1 mina 4 shekels of silver, the working capitals of 2 harnessors; 10 shekels: export duty; 10 shekels: additions; 1.5 shekel: of the ; x shekels: 2 -textiles. Your silver has been spent for you. All this Amur-Ištar leads to you. Your merchandise is safe, and Šalim-ahum came with the leaders with whom I dispatched your goods.",lexicon_variant
a-na (m)i-tur₄-DINGIR qí-bi-ma um-ma ḫa-na-a ú a-bu-mì-lúm-ma 20 ma-na KÙ.BABBAR ku-nu-ki-kà ḫa-na-a ub-lam ni-is-ni-iq-šu-ma 5 GÍN im-ṭí 1 me-at x TÚG 6.33333 ma-na 7 GÍN KÙ.BABBAR it-bu-lu 2.5 GÚ 5 ma-na AN.NA 9.83333 ma-na KÙ.BABBAR 15.75 GÍN.TA it-ba-al 2 GÚ 10 ma-na AN.NA ku-nu-ki 25 ma-na AN.NA AN.NA-ak qá-tim 4 ANŠE.ḪI.A ṣa-lá-mu 1.3333300000000001 ma-na KÙ.BABBAR it-bu-lu 10 GÍN ú-nu-ut ANŠE ú ú-ku-ul-ta-áš-nu 1 ma-na 4 GÍN KÙ.BABBAR bé-ú-lá-at 2 kà-ṣa-ri a-mur-IŠTAR il₅-qé 10 GÍN wa-ṣí-tum 10 GÍN té-ṣú-bi 1.5 GÍN ša sà-i-tim x GÍN 2 a-bar-ni-e KÙ.BABBAR-áp-kà gám-ra-ku-um mì-ma a-nim a-mur-IŠTAR i-ra-dí-a-kum lu-qú-ut-kà ša-al-ma-at-ma iš-tí ma-sú-e ša ú-nu-ut-kà a-bu-kà-ni ša-lim-a-ḫu-um i-li-kam,"To Itūr-ilī from hanaya and Abum-ilum: hanaya brought 20 minas of silver under your seal. We checked it and 5 shekels were missing. 129 textiles cost 6.3333 minas 7 shekels of silver; 2.5 talents 5 minas of tin cost 9.83333 minas of silver at the rate 15 3 / 4 to 1; (this consisted of)  2 talents 10 minas of sealed tin, 25 minas of tin for expenses; 4 black donkeys cost 1.3333 mina of silver; 10 shekels: the harness for the donkeys plus their fodder; Amur-Ištar received 1 mina 4 shekels of silver, the working capitals of 2 harnessors; 10 shekels: export duty; 10 shekels: additions; 1.5 shekel: of the ; x shekels: 2 -textiles. Your silver has been spent for you. All this Amur-Ištar leads to you. Your merchandise is safe, and Šalim-ahum came with the leaders with whom I dispatched your goods.",lexicon_variant
15 GÍN KÙ.BABBAR iš-tù ḫa-muš-tim ša xxxx ITU.KAM áb-ša-ra-ni É DAM.GÀR 1 GÍN.TA a ṣí-ib-tim al-qé-ma a-dí-šu-um 0.5 GÍN KÙ.BABBAR a-ḫa-ma ú-ku-ul-tí ÌR a-šar ú-kà-i-lu-šu-ni a-dí-in ur-ki-tám ÌR i qá-tí ú-ṣú-ur-pì-a-šur e-bu-ut-ma 3 GÍN KÙ.BABBAR a-na É nu-a-im áš-qúl ÌR ú-šé-ṣí-am GÉME-tám ša ṣú-ḫa-ar-tim ša i-dí-in kà-ri-im ta-da-nam lá qá-bi-ú-ni ú-ṣú-ur-pì-a-šur ú-da-bi-sí-ma it-bi-ma i-lá-ak,"15 shekels of silver from the week-eponymy of ..., in month V, I borrowed at the house of a merchant at an interest of 1 shekel per (month) and I gave it to him. 0.5 shekel of silver I gave separately as food for the slave, where he held him Later the slave escaped from Uṣur-pī-Aššur's grip and I paid 3 shekels of silver to the house of the Anatolian (and) I obtained the release of the slave. The female slave belonging to the girl, whose sale was forbidden by a verdict of the colony, Uṣur-ša-Aššur has ... ... ... ... , whereupon he got up and went away.",none
15 GÍN.TA KÙ.BABBAR iš-tù ḫa-muš-tim ša xxxx ITU.KAM áb-ša-ra-ni É DAM.GÀR 1 GÍN.TA a ṣí-ib-tim al-qé-ma a-dí-šu-um 0.5 GÍN KÙ.BABBAR a-ḫa-ma ú-ku-ul-tí ÌR a-šar ú-kà-i-lu-šu-ni a-dí-in ur-ki-tám ÌR i qá-tí ú-ṣú-ur-pì-a-šur e-bu-ut-ma 3 GÍN KÙ.BABBAR a-na É nu-a-im áš-qúl ÌR ú-šé-ṣí-am GÉME-tám ša ṣú-ḫa-ar-tim ša i-dí-in kà-ri-im ta-da-nam lá qá-bi-ú-ni ú-ṣú-ur-pì-a-šur ú-da-bi-sí-ma it-bi-ma i-lá-ak,"15 shekels of silver from the week-eponymy of ..., in month V, I borrowed at the house of a merchant at an interest of 1 shekel per (month) and I gave it to him. 0.5 shekel of silver I gave separately as food for the slave, where he held him Later the slave escaped from Uṣur-pī-Aššur's grip and I paid 3 shekels of silver to the house of the Anatolian (and) I obtained the release of the slave. The female slave belonging to the girl, whose sale was forbidden by a verdict of the colony, Uṣur-ša-Aššur has ... ... ... ... , whereupon he got up and went away.",lexicon_variant
15 GÌN.TA KÙ.BABBAR iš-tù ḫa-muš-tim ša xxxx ITU.KAM áb-ša-ra-ni É DAM.GÀR 1 GÍN.TA a ṣí-ib-tim al-qé-ma a-dí-šu-um 0.5 GÍN KÙ.BABBAR a-ḫa-ma ú-ku-ul-tí ÌR a-šar ú-kà-i-lu-šu-ni a-dí-in ur-ki-tám ÌR i qá-tí ú-ṣú-ur-pì-a-šur e-bu-ut-ma 3 GÍN KÙ.BABBAR a-na É nu-a-im áš-qúl ÌR ú-šé-ṣí-am GÉME-tám ša ṣú-ḫa-ar-tim ša i-dí-in kà-ri-im ta-da-nam lá qá-bi-ú-ni ú-ṣú-ur-pì-a-šur ú-da-bi-sí-ma it-bi-ma i-lá-ak,"15 shekels of silver from the week-eponymy of ..., in month V, I borrowed at the house of a merchant at an interest of 1 shekel per (month) and I gave it to him. 0.5 shekel of silver I gave separately as food for the slave, where he held him Later the slave escaped from Uṣur-pī-Aššur's grip and I paid 3 shekels of silver to the house of the Anatolian (and) I obtained the release of the slave. The female slave belonging to the girl, whose sale was forbidden by a verdict of the colony, Uṣur-ša-Aššur has ... ... ... ... , whereupon he got up and went away.",lexicon_variant
um-ma a-lá-a-ma ù šé-ep-IŠTAR-ma a-na tám-kà-ri-im qí-bi₄-ma 6.83333 ma-na KÙ.BABBAR ší-im-tám ni-il₅-qé a-ḫa-ma ṣí-ib-tám 0.66666 ma-na 1 GÍN KÙ.BABBAR ša 4 ḫa-am-ša-tim 12 GÍN ki-ib-sà-tim ša 6 ma-na KÙ.BABBAR 5.25 GÍN ŠÀ.BA ab-num ša É kà-ri-im ŠU.NÍGIN 0.83333 ma-na 8.25 GÍN KÙ.BABBAR a-ṣé-er ší-im-tim iṭ-ḫi-i i-na ke-ni-im a-na KÙ.BABBAR ša li-bi₄-kà 0.33333 ma-na 4.5 GÍN KÙ.BABBAR pì-lá-aḫ-IŠTAR DUMU a-šur-SIPA ik-lá um-ma a-lá-a-ma 0.33333 ma-na KÙ.BABBAR a-na ḫu-bu-li-kà a-na en-um-a-šur DUMU šu-(d)EN.LÍL áš-qúl 5 GÍN KÙ.BABBAR šé-ep-IŠTAR il₅-qé a-ma-kam lu-ba-li-ṭá-ku-um 7 ma-na KÙ.BABBAR ku-nu-ki-ni a-šur-e-nam DUMU (d)UTU-ba-ni na-áš-a-ku-um a-ḫi a-ta ki-ma KÙ.BABBAR ta-al-qé-ú-ni ṭup-pá-am ša ḫu-bu-li pì-lá-aḫ-IŠTAR a-na a-šur-e-nam dí-in-ma ṭup-pá-am a-ṣé-ri-a šu-up-ra-nim-ma ṭup-pu-ú KI ki-lá-lá+lá-x li-mu-tù ú KÙ.BABBAR a-šu-mì pì-lá-aḫ-IŠTAR GÁN-lam₅ e-tí-iq,"From Alaya and Šēp-Ištar to the merchant: We took the agreed amount of 6.83333 minas of silver. Further, interet of 0.6666 mina 1 shekel of silver; for 4 weeks 12 shekels: deductions;  on 6 minas of silver: 5 1 / 4 shekels. Specified with the colony's weight stone. In all, 0.83333 mina 8 1 / 4 shekels of silver he transferred to the agreed amount. Truly, Pilah-Ištar son of Aššur-rēʾī held 0.3333 mina 4.5 shekels back on the silver in your possession. From Alaya: I have paid 0.3333 mina of silver on your debt to Ennam-Aššur son of Šu-Illil. Šēp-Ištar took 5 shekels of silver. Let him make it up to you there. Aššur-ennam son of Šamaš-bāni brings you 7 minas of silver under our seals. My dear brother, when you have received the silver give the tablet concerning the debt of Pilah-Ištar to Aššur-ennam, send the tablet to me so I can nullify the tablet with them both; also, the silver passed overland in the name of Pilah-Ištar.",none
ú-ma a-lá-a-ma ù šé-ep-IŠTAR-ma a-na tám-kà-ri-im qí-bi₄-ma 6.83333 ma-na KÙ.BABBAR ší-im-tám ni-il₅-qé a-ḫa-ma ṣí-ib-tám 0.66666 ma-na 1 GÍN KÙ.BABBAR ša 4 ḫa-am-ša-tim 12 GÍN ki-ib-sà-tim ša 6 ma-na KÙ.BABBAR 5.25 GÍN ŠÀ.BA ab-num ša É kà-ri-im ŠU.NÍGIN 0.83333 ma-na 8.25 GÍN KÙ.BABBAR a-ṣé-er ší-im-tim iṭ-ḫi-i i-na ke-ni-im a-na KÙ.BABBAR ša li-bi₄-kà 0.33333 ma-na 4.5 GÍN KÙ.BABBAR pì-lá-aḫ-IŠTAR DUMU a-šur-SIPA ik-lá um-ma a-lá-a-ma 0.33333 ma-na KÙ.BABBAR a-na ḫu-bu-li-kà a-na en-um-a-šur DUMU šu-(d)EN.LÍL áš-qúl 5 GÍN KÙ.BABBAR šé-ep-IŠTAR il₅-qé a-ma-kam lu-ba-li-ṭá-ku-um 7 ma-na KÙ.BABBAR ku-nu-ki-ni a-šur-e-nam DUMU (d)UTU-ba-ni na-áš-a-ku-um a-ḫi a-ta ki-ma KÙ.BABBAR ta-al-qé-ú-ni ṭup-pá-am ša ḫu-bu-li pì-lá-aḫ-IŠTAR a-na a-šur-e-nam dí-in-ma ṭup-pá-am a-ṣé-ri-a šu-up-ra-nim-ma ṭup-pu-ú KI ki-lá-lá+lá-x li-mu-tù ú KÙ.BABBAR a-šu-mì pì-lá-aḫ-IŠTAR GÁN-lam₅ e-tí-iq,"From Alaya and Šēp-Ištar to the merchant: We took the agreed amount of 6.83333 minas of silver. Further, interet of 0.6666 mina 1 shekel of silver; for 4 weeks 12 shekels: deductions;  on 6 minas of silver: 5 1 / 4 shekels. Specified with the colony's weight stone. In all, 0.83333 mina 8 1 / 4 shekels of silver he transferred to the agreed amount. Truly, Pilah-Ištar son of Aššur-rēʾī held 0.3333 mina 4.5 shekels back on the silver in your possession. From Alaya: I have paid 0.3333 mina of silver on your debt to Ennam-Aššur son of Šu-Illil. Šēp-Ištar took 5 shekels of silver. Let him make it up to you there. Aššur-ennam son of Šamaš-bāni brings you 7 minas of silver under our seals. My dear brother, when you have received the silver give the tablet concerning the debt of Pilah-Ištar to Aššur-ennam, send the tablet to me so I can nullify the tablet with them both; also, the silver passed overland in the name of Pilah-Ištar.",lexicon_variant
u₄-ma a-lá-a-ma ù šé-ep-IŠTAR-ma a-na tám-kà-ri-im qí-bi₄-ma 6.83333 ma-na KÙ.BABBAR ší-im-tám ni-il₅-qé a-ḫa-ma ṣí-ib-tám 0.66666 ma-na 1 GÍN KÙ.BABBAR ša 4 ḫa-am-ša-tim 12 GÍN ki-ib-sà-tim ša 6 ma-na KÙ.BABBAR 5.25 GÍN ŠÀ.BA ab-num ša É kà-ri-im ŠU.NÍGIN 0.83333 ma-na 8.25 GÍN KÙ.BABBAR a-ṣé-er ší-im-tim iṭ-ḫi-i i-na ke-ni-im a-na KÙ.BABBAR ša li-bi₄-kà 0.33333 ma-na 4.5 GÍN KÙ.BABBAR pì-lá-aḫ-IŠTAR DUMU a-šur-SIPA ik-lá um-ma a-lá-a-ma 0.33333 ma-na KÙ.BABBAR a-na ḫu-bu-li-kà a-na en-um-a-šur DUMU šu-(d)EN.LÍL áš-qúl 5 GÍN KÙ.BABBAR šé-ep-IŠTAR il₅-qé a-ma-kam lu-ba-li-ṭá-ku-um 7 ma-na KÙ.BABBAR ku-nu-ki-ni a-šur-e-nam DUMU (d)UTU-ba-ni na-áš-a-ku-um a-ḫi a-ta ki-ma KÙ.BABBAR ta-al-qé-ú-ni ṭup-pá-am ša ḫu-bu-li pì-lá-aḫ-IŠTAR a-na a-šur-e-nam dí-in-ma ṭup-pá-am a-ṣé-ri-a šu-up-ra-nim-ma ṭup-pu-ú KI ki-lá-lá+lá-x li-mu-tù ú KÙ.BABBAR a-šu-mì pì-lá-aḫ-IŠTAR GÁN-lam₅ e-tí-iq,"From Alaya and Šēp-Ištar to the merchant: We took the agreed amount of 6.83333 minas of silver. Further, interet of 0.6666 mina 1 shekel of silver; for 4 weeks 12 shekels: deductions;  on 6 minas of silver: 5 1 / 4 shekels. Specified with the colony's weight stone. In all, 0.83333 mina 8 1 / 4 shekels of silver he transferred to the agreed amount. Truly, Pilah-Ištar son of Aššur-rēʾī held 0.3333 mina 4.5 shekels back on the silver in your possession. From Alaya: I have paid 0.3333 mina of silver on your debt to Ennam-Aššur son of Šu-Illil. Šēp-Ištar took 5 shekels of silver. Let him make it up to you there. Aššur-ennam son of Šamaš-bāni brings you 7 minas of silver under our seals. My dear brother, when you have received the silver give the tablet concerning the debt of Pilah-Ištar to Aššur-ennam, send the tablet to me so I can nullify the tablet with them both; also, the silver passed overland in the name of Pilah-Ištar.",lexicon_variant
